comments,contain_gender_bias,bias,hate,english
임신했는데 활동접어야지.,TRUE,gender,offensive,I'm pregnant and I have to stop my activities.
"임영웅 : 광신도 열성팬 거부감, 음역대 중저음대만 맴돌고.. 발성도 옹알옹알...마케팅으로 포장. 롱런 못할듯 ㅠㅠ",FALSE,others,hate,"Lim Young-woong: Resistance from fanatical enthusiasts, the vocal range only hovers in the mid-low range... The vocalization is also babbling... Packaged as marketing. I don’t think it will run long ㅠㅠ"
임영웅 질린다.똑같은 패턴에 노래,FALSE,none,none,Lim Young-woong is sick of it. Singing with the same pattern.
임예진 개년 연기고 뭐고 개같은거 그만 출연시켜라 구역질난다. 미친 요즘도 저런 좃이 있음?,TRUE,gender,hate,"Lim Ye-jin, stop acting like a bitch and acting like a bitch. It's disgusting. Crazy, is there still shit like that these days?"
임지연이 아까워요,FALSE,none,none,I feel sorry for Lim Ji-yeon
임지연이 외모나 성격으로는 최고 아닌가 .. 곽시양이 좀 딸리는듯 갠적으로 임지연이 많이 아까버,FALSE,none,none,"Isn’t Lim Ji-yeon the best in terms of appearance and personality? Kwak Si-yang seems to be a bit lacking, but in my opinion, Lim Ji-yeon is a big waste."
임창정 친한 친구들인가 집안사정을 아주 잘들 아시네 ㅋㅋ 인생을 남욕하면서 허송세월 보내지 마시고 다른곳에서 만족감은 좀 느껴보세요 제발,FALSE,none,offensive,Are Lim Chang-jeong's close friends? They know your family's situation very well. Haha. Please don't waste your life swearing and finding satisfaction elsewhere.
임현주 남자 앞에서 실실 쪼개면서 꼬리흔드는게 재섭음. 웃을 일도 아닌데 오바떨고 남자를 홀림.,TRUE,gender,hate,"Lim Hyun-joo It's so sad to see her splitting threads and wagging her tail in front of a man. It's not a laughing matter, but she goes out of her way to bewitch a man."
임현주 넘귀엽고 매력적인것같아요,FALSE,none,none,I think Lim Hyun-joo is so cute and attractive.
임현주너무이뻐요 임현주가짱 같은여자가봐도너무사랑스럼♡,FALSE,none,none,Lim Hyun-joo is so pretty. A woman like Lim Hyun-joo is so lovely to look at♡
임현주는 원래 자기 스타일 인것 같아서 오히려 자연스럽던데 ~~,FALSE,none,none,Lim Hyun-joo seems to be naturally her own style.
입대전에 에프터스쿨멤버랑 제주도 놀러가고 그랬잖아?? 공연때 다친거라뇨??,FALSE,others,offensive,"You went to Jeju Island with After School members before enlisting, right?? Did you get hurt during the performance??"
입대하고 배우 바꿨으면 좋겠다~ 이종석 연기 너무 못하고 이나영이랑 안 어울려. 박보검 추천!,FALSE,none,none,I wish they changed actors after enlisting~ Lee Jong-seok's acting is really bad and he doesn't suit Lee Na-young. Park Bo-gum recommended!
입만 살아가지고...이번에 많은걸 좀 느껴라.....입으로만 사는세상 아니다......,FALSE,none,none,Live only with your mouth... Feel a lot of things this time... This is not a world where you live only with your mouth...
입술 화장이 넘 과하게 그림...,FALSE,none,none,The lip makeup is too much...
입원 기간동안 계급은 올라간다ㅋ상병쯤 복귀 군생활이 끝났다고 봐야죠 ㅋ,FALSE,none,none,"During your hospitalization, your rank goes up. I guess you can say that your military service is over when you return to corporal level."
입장 바꿔서 하등한 너의 얼굴을 니 남편이 못 생겨서 매력이 없다 술이나 해야지 하고 다른 성형 여자라도 좋고 다른 여자들 어장 관리 한다고 생각 해 바라 ‼️‼️‼️‼️‼️‼️‼️‼️,TRUE,gender,hate,"Change your position and say that your lowly face is unattractive because your husband is ugly, that you should drink alcohol, and that other women who have had plastic surgery are fine, and that other women manage the fishing grounds‼️‼️‼️‼️‼️‼️‼️‼️"
잉 약쟁이 왜 방송 기웃거리냐,FALSE,others,hate,"Hey, why are you snooping around on the broadcast?"
잉 잠이 안와ㅜㅜ 낼 출근 망했다,FALSE,none,none,I can’t sleep ㅜㅜ I’m ruined going to work tomorrow.
잉? 오나라 언니랑 어떻게부부를?? 그러기엔 ....엄청어리지않아요??,FALSE,others,offensive,huh? How can I marry Oh Na-ra?? Aren’t you too young to do that??
잊지 않겠습니다. 한남들이 설리를 죽였다는걸,TRUE,gender,hate,I won't forget it. The Hannam killed Sulli.
잊혀진지 오래. 냄비들이라 다 잊혀졌어.,FALSE,others,hate,Long forgotten. The pots were all forgotten.
자고로 여자는 25세전후 가슴C컵에 골반 넓고 하얗고 복스럽게 생겨야 똑똑하고 건강한 아기낳는단다 애미야,TRUE,gender,hate,"Since ancient times, women have to have C-cup breasts, wide pelvis, and white and happy appearance around the age of 25 to give birth to smart and healthy babies."
자궁과 질에서 피가나왔어요~~~~~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 정액은?,FALSE,none,hate,Blood came out of the uterus and vagina~~~~~ Hahahahahahahahahahahahahahahahahahaha What about semen?
자궁및 질 출혈은 뭐 성기에다가 주먹이라도 집어넣었냐ㅋㅋㅋㅋ 멍도 그렇고 진짜 쳐맞은 사람 멍이 아니네ㅋㅋ,TRUE,gender,hate,"As for the uterine and vaginal bleeding, did you put your fist in your genitals? Haha, and the bruises aren't really bruises from someone who got hit haha."
"자극적이긴 한데, 뭔가 문제있는 식당에 해결책을 제시 하는것도 자영업자 전체에게 도움이 될 수 있을 듯. 오히려 너무 잘하는 집을 보여주는게 덜 효과직이지 않을까?",FALSE,none,none,"It's provocative, but presenting a solution to a restaurant that has a problem could also be helpful to all self-employed people. Wouldn't it be less effective to show a house that is too good?"
자극적인 제목으로 조회수 높일려고 하네요.기분 안 좋습니다.,FALSE,none,none,They're trying to increase the number of views with a provocative title. I feel bad.
자기 일이나 신경쓰세요 연예인 사생활 신경쓸 시간에.. 그렇게 자기 일 신경쓸게 없다는게 더 안쓰럽다,FALSE,none,offensive,"Mind your own business. When celebrities have time to worry about their personal lives, it's even more unfortunate that they don't have to worry about their own business."
자기가 결혼때문에 커리어가 단절됫다고 생각하는 능력없는 아줌마들 드라마,TRUE,gender,hate,A drama about incompetent women who think their careers are cut short because of marriage.
자기가 로다주 인줄 아는..,FALSE,none,none,He thinks he is Rodaju..
자기가 잘못햇으면 들어가서도 아무것도 안해야되는게 정상아닌가?,FALSE,none,none,"If you make a mistake, isn't it normal to go in and not do anything?"
자기돈으로 고치겠다는데 뭔상관이요악플 달지마세요 인성 뭐야 악마야 뭐야,FALSE,none,offensive,What does it matter if you say you'll fix it with your own money? Don't leave hateful comments. What's your personality? Are you a devil?
자기들끼리 행복하면 되는거 아니냐? 행복이나 빌어줘라,FALSE,none,none,Isn’t it okay for them to be happy among themselves? wish me happiness
자기야~~나온 사람들 대부분 이혼 하더만 이커플도 그러네...,FALSE,others,offensive,"Honey~~ Most of the people who came out divorced, but so did this couple..."
자기얼굴에 침뱉고있네 자라,FALSE,none,none,He's spitting in his own face. Grow up.
자꾸 말아먹는데 왜 나오지;;쟤들 키울 돈으로 나같음 신인그룹 만들겟노 이기야,FALSE,none,hate,"They keep talking about it, so why are they coming out?;; With the money to raise them, I'm going to make a new group like me, Iggy."
자꾸 메인바꾸지만 그래봤자 군대도피자라는 사실이 바뀌진 않는다,FALSE,none,offensive,"I keep changing the main page, but that doesn't change the fact that I'm a fugitive from the military."
자꾸보다보니 미나가 아깝다,FALSE,none,none,"The more I look at it, the more I feel like Mina is a waste."
자동차를 운전하는건 지옥이다,FALSE,none,none,Driving a car is hell
자동차에서 뜬금없이 잠을 자는 설정 너무 작위적임 성현 오빠 부르니까 잠꼬대로 응?대답하고 ...볼수록 노답 드라마,FALSE,none,none,"The setting of suddenly falling asleep in a car is too contrived. When Seonghyun oppa calls, he answers in his sleep, ""Huh?""... The more I watch the drama, the more he replies."
자랑하고 싶나봐 ㅋㅋ,FALSE,none,none,I guess he wants to show off haha
자막 똑바로 쓰지 하나도 안귀엽고 그런 발음 아닌데 일부러쓰고 해써라고 하는데 했th 이러고 자막 유행어인지 뭔지 그만써요 가족 프로인데 왜 처음 나올 때 영어 라고 하면서 성조기 나오고 vj 없는거처럼 있어야지 그만 받아 먹어요,FALSE,none,offensive,"The subtitles are not cute at all, and the pronunciation is not cute at all. They told me to use them on purpose, but I did this and stopped using subtitles, whether it's a buzzword or something. It's a family show, but why does it say English when it first appears, and the American flag appears, and it should be like there's no VJ, so stop accepting it."
자발적 무자녀부부 좋을까?나이들어갈수록 아이가 행복 이던데,FALSE,others,none,"Is it good for a voluntary childless couple? They say that the older you get, the happier you are with children."
자본주의가 낳은 괴물 커플,FALSE,none,offensive,A monster couple born of capitalism
자살 시도를 했건 멀했건 관심 없다,FALSE,none,offensive,I don't care if you attempted suicide or not.
자살 언제하냐?,FALSE,none,hate,When are you going to commit suicide?
자살은 하지마시길...,FALSE,none,offensive,Please don't commit suicide...
자살은 하지말아라,FALSE,none,none,Don't commit suicide
자살이 면죄부는 아니다. 노무현 조민기,FALSE,others,hate,Suicide is not an indulgence. Roh Moo-hyun and Jo Min-ki
자살하는것들은 지밖에 모르는것임..그분의마음이어땠나는둥 개소리하지마라..,FALSE,none,hate,Those who commit suicide only know how.. Don’t talk nonsense about what was going through his mind..
자살한 영혼은 천국에 가지 못하고 구천을 떠돈다던데 ㅠ,FALSE,others,none,It is said that souls who commit suicide do not go to heaven and wander around the nine heavens.
자세히 보면 미남은 아니다,FALSE,none,none,"If you look closely, he is not handsome."
자숙 끝났나요,FALSE,none,none,Are you done with self-reflection?
자숙이라니 죄지었나 이시언 작년 시상식때부터 계속 선 넘고 무례하네,FALSE,none,offensive,Is it a sin to self-reflect? Lee Si-eon has been crossing the line and being rude since last year's awards ceremony.
자식은 축복이에요~힘내세요~^^,FALSE,none,none,Children are a blessing~ Cheer up~^^
자야하는데... 엔딩 부분 계속 보게 된다. 만월 진짜 과거도 현재도 왜케 슬픈지... 연기 최고 였다,FALSE,none,none,"I need to sleep... but I keep watching the ending. Why is Manwol so sad, both in the past and in the present? The acting was the best."
자연미인도 아닌게... 네이버일마들 자꾸 띄우는겨? 지겹네 아오~~,FALSE,none,hate,She's not even a natural beauty... Is this why people keep posting this on Naver? I'm bored ah~~
자연스럽게 늙음을 인위적으로 바꾸려하지말고 그냥 받아들이거라,FALSE,none,offensive,"Don't try to artificially change aging naturally, just accept it."
자연스럽게 만나야지.. 요즘 시대에 공개 맞선이라니.. 재미없어요,FALSE,none,offensive,"We should meet naturally... In this day and age, meeting in public... is not fun."
자유지ㅇㅇ남자는 꼭지보이는거 상관없고 여자는 보이면 안되는거임? 과하다는건 쿵쾅들이 그러는거겠지,TRUE,gender,hate,"It's free. It's okay for men to show their butts, but it's okay for women not to show them, right? I guess that's what thumpers say when they say it's too much."
자유한국당이 주인공 입니다,FALSE,none,none,The Liberty Korea Party is the main character.
자전차왕 엄복동이다!!!,FALSE,none,none,"This is Eom Bok-dong, the king of bicycles!!!"
자판기 웃기지않았음? 음료가 계속나왘ㅋㅋㅋㅋㅋㅋㅋㅋ,FALSE,none,none,Wasn’t the vending machine funny? The drinks keep flowing hahahahaha
자한당은 어떤모습인지 이드라마에서 확 띄든데...그 역관새끼..,FALSE,others,offensive,What the Liberty Korea Party looks like is clearly visible in this drama... that bastard interpreter...
자한당이 싫어 하는 연예인들은 계속 조질꺼임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 김제동 김건모 유재석 다음은 누구냐,FALSE,others,hate,"The Liberty Korea Party will continue to criticize the celebrities it hates. Who is next after Kim Je-dong, Kim Gun-mo, and Yoo Jae-seok?"
"작가 애도 성상납 했나, 어디서 주워 듣고 다 아는것 처름 애기하네, 푼수",TRUE,gender,hate,"Did the writer also offer sexual favors? I heard it somewhere and know it all, but it’s just a joke."
작가는 현실성 제로인듯..후덜덜 ..재결합? 결혼생활중 다른 여자 몸과 마음을 주물렀던 전남편과? 소오름...,TRUE,gender,hate,The writer seems to have zero sense of reality.. I'm shaking.. Reunion? With my ex-husband who massaged the body and mind of another woman during our marriage? Sooreum...
작가니 얼마나 그럴듯하게 지어냈겠어~ 그 타고난 재주를 저따위에 쓰다니.. 쯧~,FALSE,none,offensive,"As a writer, you must have made it so believable~ To use your natural talent for something like that.. Tsk~"
작가님 그래도 최진혁♡장나라 써니♡왕식으로 엮어주세요,FALSE,none,none,"Writer, please still tie it in with Choi Jin-hyuk♡Jang Na-ra and Sunny♡Wang-sik."
작가님 다른나라드라마라도 보세요.너무 시시하잖아요.아무리 주말가족극이라해도.,FALSE,none,offensive,"Author, please watch dramas from other countries. They are too boring. Even if it is a weekend family drama."
작가님 보고 계시죠???이게 여론입니다...이 여론 반영해주세요,FALSE,none,none,"Writer, are you looking at this??? This is public opinion... Please reflect this public opinion."
작가님 제발 진짜 중간에 어떻게 전개 하시든지 마지막엔 민순경이랑 온준영이 잘되게 해주세요...,FALSE,none,none,"Writer, please, no matter how you develop things in the middle, please let Min Sun-kyung and On Jun-young do well in the end..."
작가야 돌았냐 제정신이냐 이게 드라마냐 ㅜㅜㅜ 고현정 발음 다뭉게져서 대체무슨말하는지 안들리고 오버연기 하고있다 박신양도 왜저렇게 오버하냐 항상 똑같은 연기 ㅠㅠㅠ,FALSE,none,offensive,Is the writer crazy or out of his mind? Is this a drama? ㅜㅜㅜ Go Hyun-jung's pronunciation is all messed up so I can't hear what she's saying and she's overacting. Why is Park Shin-yang overacting like that? It's always the same acting ㅠㅠㅠ
작가야 이제는 적폐 휘재.적폐 똥궈말고 소재가 없어 아이노꾸로 선정한거냐?,FALSE,others,offensive,"Writer, now you have no material other than the deep-rooted Hwijae and the deep-rooted Tongguo, so you chose Ainoku?"
작가의 재능을 이런일에 써야하냐? 더 세게 처벌해야하는데.,FALSE,none,offensive,Should a writer's talent be used for something like this? They should be punished more severely.
작곡과 들어갈 정도만 배우고 지금은 그거보다도 못 치는 같던데요..;,FALSE,none,offensive,"I only learned enough to get into composition, but now I feel like I can't play much more than that...;"
작업물도 잘 안내는데 그놈의 랩퍼딱지는 ㅋㅋㅋㅋㅋㅋㅋㅋ,FALSE,none,offensive,"He guides his work well, but he's labeled as a rapper lol."
작작 펴라,FALSE,none,hate,Spread it out
작품마다 헤어스타에 따라 얼굴이 다 다르다희한하고 요상하다 이남자다,FALSE,none,none,"In each work, the face is different depending on the hair star. This man is strange and strange."
작품은 뜨지만 본인은 잠깐만 주목받고 별개로 안뜨는...개명에 결혼까지 뭘해도 그것도 잠깐이지 뜻대로 커리어가 풀린게 사실상 거의 없었던 셈인데 이참에 늦은 나이에 재혼한거 일반인으로 사는게 더 행복할 것이다,FALSE,others,offensive,"The work is popular, but the person himself is only in the spotlight for a short time and does not appear separately... No matter what he does, from changing his name to getting married, it is only temporary, and in fact, his career has rarely worked out as he wanted. Now that he has remarried at a late age, he must be happier living as an ordinary person."
"작품준비하면서 호르몬제나 얼굴형 관리 엄청 받았을꺼에요 그렇지 않고서는 안그랬겠지만 , 한 작품을 위해 엄청 노력해서 나와서 좋아요 진짜 재밌게 봤어요 새로운 배우의 발견을 한 것 같아요 동윤씨 힘내세요!! 진짜 앞으로도 존잼일듯",FALSE,none,offensive,"While preparing for the work, you must have taken a lot of hormones or facial shape management. Otherwise, it wouldn't have happened, but it's good to work so hard for one work. I really enjoyed it. I think I discovered a new actor. Dong-yoon, stay strong!! It's really going to be a lot of fun in the future."
잔나비 인디음악을 몇배 끌어 올린 주인공들인데 ㅜㅜ이렇게 사라지다니 ᆢ,FALSE,none,none,"They are the main characters who raised Jannabi's indie music many times over, but they can't believe they disappeared like this."
잔나비 힘네세요 당신의 노래가 우울한 내 생활의 한줄기 빛입니다 잔나비 노래 안 들으면 불면증으로 잠을 못이룹니다. 당신들의 노래는 내 인생의 빛입니다,FALSE,none,none,"Jannabi, cheer up. Your song is a ray of light in my gloomy life. If I don't listen to Jannabi's song, I can't sleep due to insomnia. Your songs are the light of my life"
잔나비도 전라도예요? 댓글이?,FALSE,others,hate,Is Jannabi also from Jeolla-do? Comments?
잔소리 말고 내게 와줘..와줘!,FALSE,none,none,Stop nagging me and come to me...come!
잘 가세용.,FALSE,none,offensive,Goodbye.
잘 가요 내 사랑 이젠 보내줄게요 기억 추억 모두 잊을게요,FALSE,none,none,"Goodbye my love, I will let you go now and forget all the memories."
잘 다녀오는데. 아마 머리는 들어가면 다시 밀어야할 거다..,FALSE,none,offensive,I had a nice trip. You'll probably have to shave your head again once it goes in.
잘 사는 것 같아서 보기 좋네요 여기 배아파서 부들대는 사람들 많네ㅋㅋ,FALSE,none,none,It's nice to see that they seem to be living well. There are a lot of people here shaking their stomachs haha.
잘 생긴건가?그냥 호감형이지...몸매도 좋은,FALSE,none,none,Is he good looking? He's just likeable...he also has a good body
잘 알지도 못하고 물곰탕집 공격 오지든만 우리나라 사람 성격 급한거 문제 있어,FALSE,others,offensive,"I don't know much about it and people attack water gomtang restaurants, but I have a problem with Koreans being impatient."
잘 어울린다 ㅠㅠ 송혜교 보단 김지원이랑 분위기가 어울린듯,FALSE,none,none,They match well ㅠㅠ I think the vibe matches Kim Ji-won more than Song Hye-kyo.
잘 컸네요. 화목해보여요~,FALSE,none,none,You've grown up well. You look harmonious~
잘 큰거는 어찌하건 부모가 이혼을 했어도 많이 도와주고 나쁜길로 빠지지 않게 남모르게 많이 노력한거다~ 방송으로 보여지는건 안좋을지 언정 집에서는 엄마 역할 제대로 하고있는거다~ 앞으로도 마음예쁘게 잘 자라길 ^^,FALSE,none,none,"The reason she grew up well is that even though her parents divorced, she helped her a lot and worked hard secretly to prevent her from going down a bad path. Although it may not be good to see her on TV, she is doing her job as a mother properly at home. I hope she grows up with a good heart in the future ^^"
잘 하실 거예요. 화이팅 입니다~,FALSE,none,none,You will do well. Fighting~
잘가라 현관아 좋은곳에 가라 만약 노짱 만나면 자살인지 혹시 타살인지 꼭 물어 바주라,FALSE,none,hate,"Goodbye, front door, go to a nice place. If you meet Nojjang, be sure to ask him if it was suicide or murder."
잘가요 누나...,FALSE,none,offensive,Goodbye sister...
잘가요~ 멋진 배우로 기억할겁니다.,FALSE,none,none,Goodbye~ I will remember you as a great actor.
잘나가고 돈많은데 차별하면 어떠냐ㅋㅋㅋㅋㅋ똥양인은 차별당할 만한 외모기도하고ㅎ백인들 찬양하자그냥,FALSE,others,hate,How about discriminating against someone who is popular and rich? Hahaha. She looks like she deserves to be discriminated against. Let's just praise white people.
잘다녀와요 화이팅,FALSE,none,none,"Have a nice trip, fighting"
잘될거야 엠씨몽 노래는 항상 좋았는데 ...,FALSE,none,none,"It'll be okay, MC Mong's songs have always been good..."
잘못 하나도 안 느껴용 내가.,FALSE,none,none,I don't feel anything wrong with me.
잘못된 선택해서 이렇게 밑바닥까지 추락한 사람 이미 힘들텐데 굳이 이렇게까지 해야되나요? 오히려 더 악한 범죄를 저지른 승리나 버닝썬 관계자들은 조용히 묻히고 있는데 기자면 그거 파헤칠 생각이나 하세요 그게 정의입니다,FALSE,none,none,"It must already be difficult for someone who made the wrong choice and fell to the bottom, so why do they have to go this far? Seungri and Burning Sun officials who committed even worse crimes are being buried quietly. If you are a reporter, would you even consider digging into that? That is justice."
잘못은 했지만 한순간실수로 자기인생도밑바닥으로 떨어진 사람도 불쌍하다는 생각이 드네요~,FALSE,none,none,"Although I made a mistake, I also feel sorry for the person whose life fell to the bottom due to a momentary mistake."
잘못한 진우랑 설아가 재결합하는건 절대안된다 진우는 엄마를 잘못둔 죄와 바람핀 죄값을 받아야한다 문태랑은 인격자이고 설아를 진심으로 사랑한다 태랑과 설아가 결혼했으면 좋겠다~^^,FALSE,none,none,"It is absolutely impossible for Jin-woo and Seol-ah, who did something wrong, to reunite. Jin-woo must pay for the sins of mistaking his mother and cheating. Moon Tae-rang is a person of character and truly loves Seol-ah. I hope Tae-rang and Seol-ah get married~^^"
잘못한것도 없는데 사람 욕하고 상처주는거...다 본인들한테 돌아간다.맘보 곱게써라.,FALSE,none,none,"Even though you haven't done anything wrong, cursing and hurting people...it all comes back to you. Use your mambo wisely."
잘못한게 없는데 뭔가 잘못한 사람 같음,FALSE,none,none,"I didn't do anything wrong, but I feel like I did something wrong."
잘못한게있으면 비난받아 마땅하겠으나관련없는 사항으로 오해받고 손가락질받는다면넘 아프지요저사람 아픈마음도 이해갑니다,FALSE,none,none,"If you have done something wrong, you deserve to be criticized, but if you are misunderstood and criticized for unrelated matters, it will be very painful. I understand how that person feels."
잘못했으면 처맞아야지.. 맞으면서 사람되는거다,FALSE,others,hate,"If you do something wrong, you should be punished... Getting beaten is how you become a human being."
잘사는 애들이 마약하는 이유는 그들에게 성관계는 이미 흔하고 자극을 줄수없기때문에 더 큰 자극을 찾다가 저렇게 되는거,FALSE,others,hate,"The reason why well-off kids do drugs is because sex is already common for them and they cannot provide stimulation, so they look for greater stimulation and end up like this."
잘생겼고 빠순이도 많은데 왜 약을 빨았어??,TRUE,gender,offensive,"You're handsome and have a lot of friends, so why did you take drugs??"
잘생겼는데 얼굴 아깝다,FALSE,none,none,"He's handsome, but his face is a waste of money"
잘생겼는데 여자처럼 이쁘게 생겨서 여자들은 별로 안좋아할 타입. 자기보다 이쁜데 어찌 사귀고 싶을라나..내주변에도 여자들이 잘생겼는데 좋아하지는 않더라,TRUE,gender,offensive,"He's handsome, but he looks like a girl, so women don't really like him. How can you want to date someone who is prettier than you? There are good-looking women around me, but I don't like them."
잘생겼다 근데 40대비율 너무높다 으,FALSE,others,none,"He’s handsome, but the proportion of people in their 40s is too high. Ugh."
잘생겼다ㅡ울사위하자ㅡㅡㅡ손예진은 스켄들이 없어서연애바보인가?아님 관심이없는건가?예진아ㅡㅡ아끼다가 시집못간다ㅜㅜ,FALSE,others,offensive,He's handsomeㅡLet's be my son-in-lawㅡㅡㅡIs Son Ye-jin stupid for dating because she doesn't have scandals? Or is she not interested? Yejin-ah--I can't get married if I cherish herㅜㅜ
잘생겼당 나도 변기에서 해보고파,FALSE,none,hate,He looks handsome. I want to try it on the toilet too.
잘생겼으니 돼ㅛ어,FALSE,others,none,It's okay because you're handsome.
잘생기고예쁘고... 사실 재미없음..,FALSE,none,offensive,Handsome and pretty... but actually not fun...
잘생긴 육성재 대신 팬들을 위해 니가 군대 두번 가는건 어떻니?,FALSE,others,hate,How about you go to the military twice for your fans instead of the handsome Yook Sungjae?
잘생긴데다가 연대 정치외교.. 인재셨군요 삼가 고인의 명복을 빕니다.,FALSE,none,none,He was handsome and had a talent for solidarity and diplomacy. May he rest in peace.
잘생긴애들이 99의 여자 다 따먹고 다니는게 맞는 모양이네 솔직히 부럽다 나는 돈주고도 그정도 따먹기 힘든데 ㅠ,TRUE,gender,hate,"It seems like it's right for good-looking guys to go around fucking all the top 99 girls. To be honest, I'm jealous. It's hard for me to fuck like that even if I pay money."
잘어울려욥 나혼산보면서혜진 호감됨,FALSE,none,none,It suits you well. I like Hyejin while watching the walk alone.
잘어울리네요 두분다 약간 말상,FALSE,none,offensive,It suits you well. You both are a bit horsey.
잘어울린다!후학양성에 힘써주세요~,FALSE,none,none,It suits you well! Please work hard to train younger students~
잘어울림 언능 결혼하셔야지,FALSE,none,none,"It suits you well, you should get married soon"
잘주는 애들? 남자들 흔한대화 아녀?그게 왜 성접대야?,TRUE,gender,hate,Kids who are nice to you? Isn’t this common conversation between men? Why is that called sexual entertainment?
잘하긴하는데 그뿐. 성동일 김해숙 이런애들이 표정은 잘지어도 영혼은 없고 보기거북함. 차라리 아이돌연기자들이나음.. 평소 영화많이보던사람이면알거임..,FALSE,others,offensive,"I'm good at it, but that's it. People like Seong Dong-il and Kim Hae-sook may have good facial expressions, but they have no soul and are uncomfortable to look at. It's better to use idol actors... Anyone who watches a lot of movies will know this."
잘하는데 인정하는게 왜그리 힘들어하지?직접들어보면 아무소리도 못함....손승연~화이팅~!!!,FALSE,none,none,"I'm good at it, but why is it so hard to admit it? If I listen to it myself, I can't say anything.... Son Seung-yeon~ Fighting~!!!"
잘하는분 많은데 송가인만큼 임패트있는분은 없네요 그래도 보이스퀸보다는 낫고요,FALSE,none,none,"There are many people who are good at it, but no one has as much impact as Song Ga-in. Still, she is better than the voice queen."
"잘하셨어요. 소연언니 정도 미모에 재산이면 재혼이라도 의사나 변호사, 강남 건물주랑 재혼하는것도 쉬울텐데 굳이 맘에도 안맞는 남자랑 살 이유가 있겠나요.",TRUE,gender,offensive,"Well done. If you were as beautiful and wealthy as Soyeon, it would be easy to remarry a doctor, a lawyer, or a building owner in Gangnam, so why bother living with a man you don't like?"
잘했다 이쁘다♡,FALSE,none,none,"Well done, pretty♡"
잘했어. 콘돔홍보대사로 발탁해라.,FALSE,none,hate,good job. Appoint them as condom promotional ambassadors.
잠깐 봤는데 되게 재밌더라 나혼자산다로 돌리기 아쉬울 정도였음,FALSE,none,none,"I watched it for a while and it was really fun, so much so that it was a shame to turn it into I Live Alone."
잠을 잘 못 이루는 예민한 성격이구나. 악플 같은건 보지도 말길.,FALSE,none,none,You seem to be a sensitive person who has trouble sleeping. Don't even look at malicious comments.
잠잠해지니 기어나오네ㅋㅋㅋㅋ군대로 복귀해라참 쉽네ㅋㅋㅋㅋㅋㅋㅉㅉ,FALSE,others,hate,"When it quiets down, he crawls out haha. It's so easy to return to the army. Hahaha."
잠재적 범죄자들 가해자한테 감정이입하는거 보소 ㅋㅋ,TRUE,gender,offensive,Look at potential criminals empathizing with their perpetrators haha.
잡아떼다가 니 떡 동영상 나오면 어떻게 잡아 때라고? 나왔음 좋겠다 표정보게 ^^,TRUE,gender,hate,"How can I catch you when a video of your rice cake comes out? I hope it comes out, look at his face ^^"
잡티 피부과가서 레이저 하면 싹없어져요 아저씨,FALSE,none,none,"If you go to a dermatologist and get a laser treatment on blemishes, they will disappear, man."
장나라 시집은 안가나 봐,FALSE,others,offensive,I guess Jang Nara is not getting married.
장나라는 예쁜데 뭔가좀 않끌 리고 이상해보임,FALSE,none,offensive,"Jang Na-ra is pretty, but something doesn't appeal to me and she looks strange."
장난을 기획사는 진심으로 리액션하네 ㅋ,FALSE,none,none,The entertainment agency reacted sincerely to the joke.
장도리로 도환이 쇄골 으스러뜨려주고싶다♥,FALSE,none,hate,I want to crush Do-hwan’s collarbone with a jangdori ♥
장도연 고정되면 대상받을듯,FALSE,none,none,"If Jang Do-yeon is fixed, she will likely receive the grand prize."
장도연 양세형 추가 투입 케미 좋아요 나래와 좋아요,FALSE,none,none,"Jang Do-yeon added Yang Se-hyung, I like their chemistry, I like Narae."
장동건 예수님이냐? 왜 미남이라하는줄 모르겟다 시대 잘 타고나서 잘 해먹었지 ~요즘 저런 얼굴 왕느끼..연기파도 아니고 무슨 부류인지? 애매함 ..넘 못해,FALSE,others,offensive,"Is Jang Dong-gun Jesus? I don't know why they call him handsome. He was born in the right era and did well. Lately, I feel like he has a face like that.. He's not even an actor, so what kind of person is he? Ambiguous..I can’t do it too much."
장동민 나오는 프로 안보게됨 선 자주 넘음 웃기지도 않고,FALSE,none,none,I don't watch shows featuring Jang Dong-min. He crosses the line often and it's not even funny.
장동윤 ㅅㅅ 잘 할 것 같음,TRUE,gender,hate,I think Jang Dong-yoon will do well.
"장례식장에 페미들이 몰려와서 여성평등을 외치고 난동 부릴거 같더니,,, 페미들이 조용하네,,, ㅋㅋㅋ",TRUE,gender,hate,"It looked like feminists would come to the funeral and shout for women's equality and cause a riot,,, but the feminists are quiet,,, lol."
장만월은 초대 왜 안함?,FALSE,none,none,Why isn’t Jang Man-wol invited?
장모님과 연 끊고 사는 도××아나. 신경 좀 써야하지 않는가희희낙낙하는 부부 모습 구역질난다. 슈돌 나레이션은 왜 필요한가?,FALSE,others,hate,Do××Ana lives with her mother-in-law. It's disgusting to see a couple being so happy that they shouldn't pay any attention to each other. Why is pseudo-narration necessary?
